time,r,y
23.779,-3.19921,-3.19193
23.78,-3.18712,-3.17981
23.781,-3.175,-3.16766
23.782,-3.16285,-3.15547
23.783,-3.15067,-3.14326
23.784,-3.13846,-3.13101
23.785,-3.12621,-3.11874
23.786,-3.11394,-3.10643
23.787,-3.10163,-3.09409
23.788,-3.0893,-3.08172
23.789,-3.07693,-3.06932
23.79,-3.06454,-3.0569
23.791,-3.05211,-3.04444
23.792,-3.03965,-3.03195
23.793,-3.02716,-3.01943
23.794,-3.01465,-3.00688
23.795,-3.0021,-2.9943
23.796,-2.98952,-2.98169
23.797,-2.97692,-2.96905
23.798,-2.96428,-2.95639
23.799,-2.95162,-2.94369
23.8,-2.93893,-2.93097
23.801,-2.9262,-2.91821
23.802,-2.91345,-2.90543
23.803,-2.90067,-2.89262
23.804,-2.88786,-2.87978
23.805,-2.87503,-2.86691
23.806,-2.86216,-2.85401
23.807,-2.84927,-2.84109
23.808,-2.83634,-2.82813
23.809,-2.82339,-2.81515
23.81,-2.81042,-2.80214
23.811,-2.79741,-2.78911
23.812,-2.78438,-2.77604
23.813,-2.77132,-2.76295
23.814,-2.75823,-2.74983
23.815,-2.74511,-2.73669
23.816,-2.73197,-2.72351
23.817,-2.7188,-2.71031
23.818,-2.70561,-2.69709
23.819,-2.69238,-2.68384
23.82,-2.67913,-2.67056
23.821,-2.66586,-2.65725
23.822,-2.65256,-2.64392
23.823,-2.63923,-2.63056
23.824,-2.62587,-2.61718
23.825,-2.61249,-2.60377
23.826,-2.59909,-2.59033
23.827,-2.58565,-2.57687
23.828,-2.5722,-2.56338
23.829,-2.55872,-2.54987
23.83,-2.54521,-2.53633
23.831,-2.53167,-2.52277
23.832,-2.51812,-2.50918
23.833,-2.50453,-2.49557
23.834,-2.49093,-2.48194
23.835,-2.47729,-2.46827
23.836,-2.46364,-2.45459
23.837,-2.44996,-2.44088
23.838,-2.43625,-2.42715
23.839,-2.42252,-2.41339
23.84,-2.40877,-2.39961
23.841,-2.39499,-2.3858
23.842,-2.38119,-2.37197
23.843,-2.36737,-2.35812
23.844,-2.35352,-2.34425
23.845,-2.33965,-2.33035
23.846,-2.32576,-2.31643
23.847,-2.31184,-2.30248
23.848,-2.2979,-2.28851
23.849,-2.28394,-2.27452
23.85,-2.26995,-2.26051
23.851,-2.25595,-2.24648
23.852,-2.24192,-2.23242
23.853,-2.22786,-2.21834
23.854,-2.21379,-2.20424
23.855,-2.1997,-2.19012
23.856,-2.18558,-2.17598
23.857,-2.17144,-2.16181
23.858,-2.15728,-2.14762
23.859,-2.1431,-2.13342
23.86,-2.1289,-2.11919
23.861,-2.11467,-2.10494
23.862,-2.10043,-2.09067
23.863,-2.08616,-2.07638
23.864,-2.07188,-2.06206
23.865,-2.05757,-2.04773
23.866,-2.04325,-2.03338
23.867,-2.0289,-2.01901
23.868,-2.01453,-2.00461
23.869,-2.00015,-1.9902
23.87,-1.98574,-1.97577
23.871,-1.97131,-1.96132
23.872,-1.95687,-1.94685
23.873,-1.9424,-1.93236
23.874,-1.92792,-1.91785
23.875,-1.91342,-1.90332
23.876,-1.8989,-1.88878
23.877,-1.88436,-1.87421
23.878,-1.8698,-1.85963
23.879,-1.85522,-1.84502
23.88,-1.84062,-1.8304
23.881,-1.82601,-1.81577
23.882,-1.81138,-1.80111
23.883,-1.79673,-1.78644
23.884,-1.78206,-1.77174
23.885,-1.76737,-1.75703
23.886,-1.75267,-1.74231
23.887,-1.73795,-1.72756
23.888,-1.72321,-1.7128
23.889,-1.70846,-1.69803
23.89,-1.69369,-1.68323
23.891,-1.6789,-1.66842
23.892,-1.6641,-1.65359
23.893,-1.64928,-1.63875
23.894,-1.63444,-1.62389
23.895,-1.61959,-1.60901
23.896,-1.60472,-1.59412
23.897,-1.58983,-1.57921
23.898,-1.57493,-1.56429
23.899,-1.56002,-1.54935
23.9,-1.54508,-1.5344
23.901,-1.53014,-1.51943
23.902,-1.51518,-1.50444
23.903,-1.5002,-1.48944
23.904,-1.48521,-1.47443
23.905,-1.4702,-1.4594
23.906,-1.45518,-1.44436
23.907,-1.44015,-1.4293
23.908,-1.4251,-1.41423
23.909,-1.41003,-1.39915
23.91,-1.39496,-1.38405
23.911,-1.37986,-1.36894
23.912,-1.36476,-1.35381
23.913,-1.34964,-1.33867
23.914,-1.33451,-1.32352
23.915,-1.31937,-1.30835
23.916,-1.30421,-1.29317
23.917,-1.28904,-1.27798
23.918,-1.27385,-1.26278
23.919,-1.25866,-1.24756
23.92,-1.24345,-1.23233
23.921,-1.22823,-1.21709
23.922,-1.213,-1.20184
23.923,-1.19775,-1.18658
23.924,-1.18249,-1.1713
23.925,-1.16723,-1.15601
23.926,-1.15195,-1.14071
23.927,-1.13666,-1.1254
23.928,-1.12135,-1.11008
23.929,-1.10604,-1.09475
23.93,-1.09072,-1.0794
23.931,-1.07538,-1.06405
23.932,-1.06004,-1.04869
23.933,-1.04468,-1.03331
23.934,-1.02931,-1.01793
23.935,-1.01394,-1.00253
23.936,-0.99855,-0.987125
23.937,-0.983153,-0.97171
23.938,-0.967747,-0.956286
23.939,-0.952332,-0.940852
23.94,-0.936907,-0.925409
23.941,-0.921472,-0.909956
23.942,-0.906029,-0.894495
23.943,-0.890576,-0.879025
23.944,-0.875115,-0.863546
23.945,-0.859646,-0.848059
23.946,-0.844167,-0.832563
23.947,-0.828681,-0.817059
23.948,-0.813186,-0.801547
23.949,-0.797683,-0.786028
23.95,-0.782172,-0.7705
23.951,-0.766654,-0.754965
23.952,-0.751128,-0.739422
23.953,-0.735595,-0.723872
23.954,-0.720054,-0.708315
23.955,-0.704506,-0.692751
23.956,-0.688951,-0.67718
23.957,-0.67339,-0.661602
23.958,-0.657822,-0.646018
23.959,-0.642247,-0.630428
23.96,-0.626666,-0.614831
23.961,-0.611079,-0.599228
23.962,-0.595486,-0.583619
23.963,-0.579887,-0.568005
23.964,-0.564282,-0.552385
23.965,-0.548672,-0.536759
23.966,-0.533056,-0.521128
23.967,-0.517435,-0.505492
23.968,-0.501809,-0.489851
23.969,-0.486177,-0.474205
23.97,-0.470542,-0.458555
23.971,-0.454901,-0.4429
23.972,-0.439256,-0.42724
23.973,-0.423607,-0.411577
23.974,-0.407953,-0.395909
23.975,-0.392295,-0.380237
23.976,-0.376634,-0.364562
23.977,-0.360969,-0.348883
23.978,-0.3453,-0.333201
23.979,-0.329628,-0.317515
23.98,-0.313953,-0.301826
23.981,-0.298274,-0.286134
23.982,-0.282593,-0.27044
23.983,-0.266908,-0.254743
23.984,-0.251222,-0.239043
23.985,-0.235532,-0.223341
23.986,-0.219841,-0.207636
23.987,-0.204147,-0.19193
23.988,-0.188451,-0.176222
23.989,-0.172753,-0.160512
23.99,-0.157054,-0.1448
23.991,-0.141353,-0.129087
23.992,-0.12565,-0.113373
23.993,-0.109947,-0.0976571
23.994,-0.0942422,-0.0819407
23.995,-0.0785366,-0.0662234
23.996,-0.0628302,-0.0505056
23.997,-0.0471232,-0.0347872
23.998,-0.0314157,-0.0190685
23.999,-0.0157079,-0.00334957
24,9.97455e-11,0.0123694
24.001,0.0157079,0.0280882
24.002,0.0314157,0.0438067
24.003,0.0471232,0.0595248
24.004,0.0628302,0.0752423
24.005,0.0785366,0.0909591
24.006,0.0942422,0.106675
24.007,0.109947,0.12239
24.008,0.12565,0.138103
24.009,0.141353,0.153816
24.01,0.157054,0.169526
24.011,0.172753,0.185235
24.012,0.188451,0.200943
24.013,0.204147,0.216648
24.014,0.219841,0.232351
24.015,0.235532,0.248052
24.016,0.251222,0.26375
24.017,0.266908,0.279446
24.018,0.282593,0.295139
24.019,0.298274,0.310829
24.02,0.313953,0.326516
24.021,0.329628,0.3422
24.022,0.3453,0.35788
24.023,0.360969,0.373557
24.024,0.376634,0.389231
24.025,0.392295,0.4049
24.026,0.407953,0.420565
24.027,0.423607,0.436227
24.028,0.439256,0.451883
24.029,0.454901,0.467536
24.03,0.470542,0.483184
24.031,0.486177,0.498827
24.032,0.501809,0.514465
24.033,0.517435,0.530098
24.034,0.533056,0.545726
24.035,0.548672,0.561348
24.036,0.564282,0.576965
24.037,0.579887,0.592576
24.038,0.595486,0.608182
24.039,0.611079,0.623781
24.04,0.626666,0.639374
24.041,0.642247,0.654961
24.042,0.657822,0.670542
24.043,0.67339,0.686116
24.044,0.688951,0.701683
24.045,0.704506,0.717243
24.046,0.720054,0.732796
24.047,0.735595,0.748342
24.048,0.751128,0.76388
24.049,0.766654,0.779411
24.05,0.782172,0.794934
24.051,0.797683,0.810449
24.052,0.813186,0.825957
24.053,0.828681,0.841456
24.054,0.844167,0.856947
24.055,0.859646,0.872429
24.056,0.875115,0.887903
24.057,0.890576,0.903368
24.058,0.906029,0.918824
24.059,0.921472,0.934271
24.06,0.936907,0.949709
24.061,0.952332,0.965138
24.062,0.967747,0.980557
24.063,0.983153,0.995966
24.064,0.99855,1.01137
24.065,1.01394,1.02675
24.066,1.02931,1.04213
24.067,1.04468,1.0575
24.068,1.06004,1.07286
24.069,1.07538,1.08821
24.07,1.09072,1.10355
24.071,1.10604,1.11887
24.072,1.12135,1.13419
24.073,1.13666,1.14949
24.074,1.15195,1.16479
24.075,1.16723,1.18007
24.076,1.18249,1.19534
24.077,1.19775,1.21059
24.078,1.213,1.22584
24.079,1.22823,1.24107
24.08,1.24345,1.2563
24.081,1.25866,1.27151
24.082,1.27385,1.2867
24.083,1.28904,1.30189
24.084,1.30421,1.31706
24.085,1.31937,1.33222
24.086,1.33451,1.34736
24.087,1.34964,1.36249
24.088,1.36476,1.37761
24.089,1.37986,1.39271
24.09,1.39496,1.40781
24.091,1.41003,1.42288
24.092,1.4251,1.43795
24.093,1.44015,1.45299
24.094,1.45518,1.46803
24.095,1.4702,1.48305
24.096,1.48521,1.49805
24.097,1.5002,1.51304
24.098,1.51518,1.52802
24.099,1.53014,1.54298
24.1,1.54508,1.55792
24.101,1.56002,1.57285
24.102,1.57493,1.58777
24.103,1.58983,1.60267
24.104,1.60472,1.61755
24.105,1.61959,1.63242
24.106,1.63444,1.64727
24.107,1.64928,1.6621
24.108,1.6641,1.67692
24.109,1.6789,1.69172
24.11,1.69369,1.70651
24.111,1.70846,1.72128
24.112,1.72321,1.73603
24.113,1.73795,1.75076
24.114,1.75267,1.76548
24.115,1.76737,1.78018
24.116,1.78206,1.79486
24.117,1.79673,1.80952
24.118,1.81138,1.82417
24.119,1.82601,1.8388
24.12,1.84062,1.85341
24.121,1.85522,1.868
24.122,1.8698,1.88257
24.123,1.88436,1.89712
24.124,1.8989,1.91166
24.125,1.91342,1.92618
24.126,1.92792,1.94068
24.127,1.9424,1.95515
24.128,1.95687,1.96961
24.129,1.97131,1.98405
24.13,1.98574,1.99847
24.131,2.00015,2.01288
24.132,2.01453,2.02726
24.133,2.0289,2.04162
24.134,2.04325,2.05596
24.135,2.05757,2.07028
24.136,2.07188,2.08458
24.137,2.08616,2.09886
24.138,2.10043,2.11312
24.139,2.11467,2.12735
24.14,2.1289,2.14157
24.141,2.1431,2.15577
24.142,2.15728,2.16994
24.143,2.17144,2.18409
24.144,2.18558,2.19823
24.145,2.1997,2.21234
24.146,2.21379,2.22642
24.147,2.22786,2.24049
24.148,2.24192,2.25453
24.149,2.25595,2.26856
24.15,2.26995,2.28255
24.151,2.28394,2.29653
24.152,2.2979,2.31049
24.153,2.31184,2.32442
24.154,2.32576,2.33832
24.155,2.33965,2.35221
24.156,2.35352,2.36607
24.157,2.36737,2.37991
24.158,2.38119,2.39373
24.159,2.39499,2.40752
24.16,2.40877,2.42129
24.161,2.42252,2.43503
24.162,2.43625,2.44875
24.163,2.44996,2.46244
24.164,2.46364,2.47612
24.165,2.47729,2.48976
24.166,2.49093,2.50339
24.167,2.50453,2.51698
24.168,2.51812,2.53056
24.169,2.53167,2.5441
24.17,2.54521,2.55763
24.171,2.55872,2.57112
24.172,2.5722,2.5846
24.173,2.58565,2.59804
24.174,2.59909,2.61146
24.175,2.61249,2.62486
24.176,2.62587,2.63823
24.177,2.63923,2.65157
24.178,2.65256,2.66489
24.179,2.66586,2.67818
24.18,2.67913,2.69144
24.181,2.69238,2.70468
24.182,2.70561,2.71789
24.183,2.7188,2.73108
24.184,2.73197,2.74423
24.185,2.74511,2.75736
24.186,2.75823,2.77047
24.187,2.77132,2.78354
24.188,2.78438,2.79659
24.189,2.79741,2.80961
24.19,2.81042,2.8226
24.191,2.82339,2.83557
24.192,2.83634,2.84851
24.193,2.84927,2.86142
24.194,2.86216,2.8743
24.195,2.87503,2.88715
24.196,2.88786,2.89997
24.197,2.90067,2.91277
24.198,2.91345,2.92553
24.199,2.9262,2.93827
24.2,2.93893,2.95098
24.201,2.95162,2.96366
24.202,2.96428,2.97631
24.203,2.97692,2.98893
24.204,2.98952,3.00152
24.205,3.0021,3.01408
24.206,3.01465,3.02662
24.207,3.02716,3.03912
24.208,3.03965,3.05159
24.209,3.05211,3.06403
24.21,3.06454,3.07644
24.211,3.07693,3.08882
24.212,3.0893,3.10118
24.213,3.10163,3.1135
24.214,3.11394,3.12579
24.215,3.12621,3.13804
24.216,3.13846,3.15027
24.217,3.15067,3.16247
24.218,3.16285,3.17463
24.219,3.175,3.18677
24.22,3.18712,3.19887
24.221,3.19921,3.21094
24.222,3.21126,3.22298
24.223,3.22329,3.23499
24.224,3.23528,3.24696
24.225,3.24724,3.25891
24.226,3.25917,3.27082
24.227,3.27106,3.2827
24.228,3.28293,3.29454
24.229,3.29476,3.30636
24.23,3.30656,3.31814
24.231,3.31833,3.32989
24.232,3.33006,3.34161
24.233,3.34176,3.35329
24.234,3.35343,3.36494
24.235,3.36506,3.37655
24.236,3.37666,3.38814
24.237,3.38823,3.39969
24.238,3.39977,3.4112
24.239,3.41127,3.42269
24.24,3.42274,3.43414
24.241,3.43417,3.44555
24.242,3.44557,3.45693
24.243,3.45693,3.46828
24.244,3.46827,3.47959
24.245,3.47956,3.49087
24.246,3.49083,3.50211
24.247,3.50206,3.51332
24.248,3.51325,3.5245
24.249,3.52441,3.53564
24.25,3.53553,3.54674
24.251,3.54662,3.55781
24.252,3.55768,3.56885
24.253,3.5687,3.57985
24.254,3.57968,3.59081
24.255,3.59063,3.60174
24.256,3.60155,3.61263
24.257,3.61242,3.62349
24.258,3.62327,3.63431
24.259,3.63407,3.6451
24.26,3.64484,3.65585
24.261,3.65558,3.66656
24.262,3.66628,3.67724
24.263,3.67694,3.68788
24.264,3.68757,3.69849
24.265,3.69816,3.70906
24.266,3.70871,3.71959
24.267,3.71923,3.73008
24.268,3.72971,3.74054
24.269,3.74015,3.75096
24.27,3.75056,3.76135
24.271,3.76092,3.77169
24.272,3.77126,3.782
24.273,3.78155,3.79228
24.274,3.79181,3.80251
24.275,3.80203,3.81271
24.276,3.81221,3.82287
24.277,3.82236,3.83299
24.278,3.83247,3.84308
24.279,3.84253,3.85312
24.28,3.85257,3.86313
24.281,3.86256,3.8731
24.282,3.87252,3.88304
24.283,3.88243,3.89293
24.284,3.89231,3.90279
24.285,3.90215,3.9126
24.286,3.91195,3.92238
24.287,3.92172,3.93212
24.288,3.93144,3.94182
24.289,3.94113,3.95148
24.29,3.95078,3.96111
24.291,3.96038,3.97069
24.292,3.96995,3.98024
24.293,3.97948,3.98974
24.294,3.98897,3.99921
24.295,3.99842,4.00863
24.296,4.00783,4.01802
24.297,4.01721,4.02737
24.298,4.02654,4.03668
24.299,4.03583,4.04594
24.3,4.04508,4.05517
24.301,4.0543,4.06436
24.302,4.06347,4.07351
24.303,4.0726,4.08262
24.304,4.0817,4.09168
24.305,4.09075,4.10071
24.306,4.09976,4.1097
24.307,4.10873,4.11864
24.308,4.11766,4.12755
24.309,4.12655,4.13641
24.31,4.1354,4.14524
24.311,4.14421,4.15402
24.312,4.15298,4.16276
24.313,4.16171,4.17146
24.314,4.17039,4.18012
24.315,4.17904,4.18874
24.316,4.18764,4.19732
24.317,4.1962,4.20585
24.318,4.20472,4.21434
24.319,4.2132,4.2228
24.32,4.22164,4.23121
24.321,4.23004,4.23958
24.322,4.23839,4.2479
24.323,4.2467,4.25619
24.324,4.25497,4.26443
24.325,4.2632,4.27263
24.326,4.27139,4.28079
24.327,4.27953,4.28891
24.328,4.28763,4.29698
24.329,4.29569,4.30501
24.33,4.30371,4.313
24.331,4.31168,4.32095
24.332,4.31962,4.32885
24.333,4.32751,4.33672
24.334,4.33535,4.34453
24.335,4.34316,4.35231
24.336,4.35092,4.36004
24.337,4.35864,4.36773
24.338,4.36631,4.37538
24.339,4.37394,4.38298
24.34,4.38153,4.39054
24.341,4.38908,4.39806
24.342,4.39658,4.40553
24.343,4.40404,4.41296
24.344,4.41146,4.42035
24.345,4.41883,4.42769
24.346,4.42616,4.43499
24.347,4.43344,4.44225
24.348,4.44068,4.44946
24.349,4.44788,4.45663
24.35,4.45503,4.46375
24.351,4.46214,4.47083
24.352,4.46921,4.47787
24.353,4.47623,4.48486
24.354,4.48321,4.4918
24.355,4.49014,4.49871
24.356,4.49703,4.50556
24.357,4.50387,4.51238
24.358,4.51067,4.51915
24.359,4.51742,4.52587
24.36,4.52414,4.53255
24.361,4.5308,4.53919
24.362,4.53742,4.54578
24.363,4.544,4.55232
24.364,4.55053,4.55882
24.365,4.55702,4.56528
24.366,4.56346,4.57169
24.367,4.56985,4.57806
24.368,4.57621,4.58438
24.369,4.58251,4.59065
24.37,4.58877,4.59688
24.371,4.59499,4.60307
24.372,4.60116,4.6092
24.373,4.60728,4.6153
24.374,4.61336,4.62135
24.375,4.6194,4.62735
24.376,4.62539,4.6333
24.377,4.63133,4.63922
24.378,4.63723,4.64508
24.379,4.64308,4.6509
24.38,4.64888,4.65667
24.381,4.65464,4.6624
24.382,4.66036,4.66808
24.383,4.66602,4.67372
24.384,4.67164,4.67931
24.385,4.67722,4.68485
24.386,4.68275,4.69035
24.387,4.68823,4.6958
24.388,4.69367,4.7012
24.389,4.69906,4.70656
24.39,4.7044,4.71187
24.391,4.7097,4.71713
24.392,4.71495,4.72235
24.393,4.72016,4.72752
24.394,4.72532,4.73265
24.395,4.73043,4.73773
24.396,4.73549,4.74276
24.397,4.74051,4.74774
24.398,4.74548,4.75268
24.399,4.75041,4.75757
24.4,4.75528,4.76242
24.401,4.76011,4.76721
24.402,4.7649,4.77196
24.403,4.76963,4.77667
24.404,4.77432,4.78132
24.405,4.77897,4.78593
24.406,4.78356,4.79049
24.407,4.78811,4.79501
24.408,4.79261,4.79947
24.409,4.79706,4.80389
24.41,4.80147,4.80826
24.411,4.80583,4.81259
24.412,4.81014,4.81686
24.413,4.8144,4.82109
24.414,4.81862,4.82528
24.415,4.82279,4.82941
24.416,4.82691,4.8335
24.417,4.83098,4.83753
24.418,4.83501,4.84153
24.419,4.83899,4.84547
24.42,4.84292,4.84936
24.421,4.8468,4.85321
24.422,4.85063,4.85701
24.423,4.85442,4.86076
24.424,4.85816,4.86447
24.425,4.86185,4.86812
24.426,4.86549,4.87173
24.427,4.86909,4.87529
24.428,4.87263,4.8788
24.429,4.87613,4.88227
24.43,4.87958,4.88568
24.431,4.88299,4.88905
24.432,4.88634,4.89237
24.433,4.88965,4.89564
24.434,4.8929,4.89886
24.435,4.89611,4.90203
24.436,4.89928,4.90516
24.437,4.90239,4.90823
24.438,4.90545,4.91126
24.439,4.90847,4.91424
24.44,4.91144,4.91717
24.441,4.91436,4.92006
24.442,4.91723,4.92289
24.443,4.92005,4.92568
24.444,4.92282,4.92841
24.445,4.92555,4.9311
24.446,4.92822,4.93374
24.447,4.93085,4.93633
24.448,4.93343,4.93888
24.449,4.93596,4.94137
24.45,4.93844,4.94382
24.451,4.94087,4.94621
24.452,4.94326,4.94856
24.453,4.94559,4.95086
24.454,4.94788,4.95311
24.455,4.95012,4.95531
24.456,4.95231,4.95746
24.457,4.95445,4.95956
24.458,4.95654,4.96162
24.459,4.95858,4.96362
24.46,4.96057,4.96558
24.461,4.96252,4.96749
24.462,4.96441,4.96934
24.463,4.96626,4.97115
24.464,4.96806,4.97291
24.465,4.9698,4.97462
24.466,4.9715,4.97628
24.467,4.97315,4.9779
24.468,4.97476,4.97946
24.469,4.97631,4.98098
24.47,4.97781,4.98244
24.471,4.97926,4.98386
24.472,4.98067,4.98522
24.473,4.98202,4.98654
24.474,4.98333,4.98781
24.475,4.98459,4.98903
24.476,4.98579,4.9902
24.477,4.98695,4.99132
24.478,4.98806,4.99239
24.479,4.98912,4.99341
24.48,4.99013,4.99439
24.481,4.9911,4.99531
24.482,4.99201,4.99618
24.483,4.99287,4.99701
24.484,4.99368,4.99778
24.485,4.99445,4.99851
24.486,4.99516,4.99919
24.487,4.99583,4.99981
24.488,4.99645,5.00039
24.489,4.99701,5.00092
24.49,4.99753,5.0014
24.491,4.998,5.00183
24.492,4.99842,5.00221
24.493,4.99879,5.00254
24.494,4.99911,5.00283
24.495,4.99938,5.00306
24.496,4.99961,5.00324
24.497,4.99978,5.00338
24.498,4.9999,5.00346
24.499,4.99998,5.0035
24.5,5,5.00348
24.501,4.99998,5.00342
24.502,4.9999,5.00331
24.503,4.99978,5.00314
24.504,4.99961,5.00293
24.505,4.99938,5.00267
24.506,4.99911,5.00236
24.507,4.99879,5.002
24.508,4.99842,5.00159
24.509,4.998,5.00113
24.51,4.99753,5.00062
24.511,4.99701,5.00007
24.512,4.99645,4.99946
24.513,4.99583,4.9988
24.514,4.99516,4.9981
24.515,4.99445,4.99734
24.516,4.99368,4.99654
24.517,4.99287,4.99569
24.518,4.99201,4.99479
24.519,4.9911,4.99383
24.52,4.99013,4.99283
24.521,4.98912,4.99178
24.522,4.98806,4.99068
24.523,4.98695,4.98953
24.524,4.98579,4.98833
24.525,4.98459,4.98709
24.526,4.98333,4.98579
24.527,4.98202,4.98444
24.528,4.98067,4.98305
24.529,4.97926,4.98161
24.53,4.97781,4.98011
24.531,4.97631,4.97857
24.532,4.97476,4.97698
24.533,4.97315,4.97534
24.534,4.9715,4.97365
24.535,4.9698,4.97191
24.536,4.96806,4.97012
24.537,4.96626,4.96828
24.538,4.96441,4.9664
24.539,4.96252,4.96446
24.54,4.96057,4.96248
24.541,4.95858,4.96044
24.542,4.95654,4.95836
24.543,4.95445,4.95623
24.544,4.95231,4.95405
24.545,4.95012,4.95182
24.546,4.94788,4.94955
24.547,4.94559,4.94722
24.548,4.94326,4.94484
24.549,4.94087,4.94242
24.55,4.93844,4.93995
24.551,4.93596,4.93742
24.552,4.93343,4.93485
24.553,4.93085,4.93223
24.554,4.92822,4.92957
24.555,4.92555,4.92685
24.556,4.92282,4.92409
24.557,4.92005,4.92127
24.558,4.91723,4.91841
24.559,4.91436,4.9155
24.56,4.91144,4.91254
24.561,4.90847,4.90953
24.562,4.90545,4.90647
24.563,4.90239,4.90337
24.564,4.89928,4.90022
24.565,4.89611,4.89702
24.566,4.8929,4.89377
24.567,4.88965,4.89047
24.568,4.88634,4.88712
24.569,4.88299,4.88373
24.57,4.87958,4.88028
24.571,4.87613,4.87679
24.572,4.87263,4.87325
24.573,4.86909,4.86967
24.574,4.86549,4.86603
24.575,4.86185,4.86235
24.576,4.85816,4.85862
24.577,4.85442,4.85484
24.578,4.85063,4.85101
24.579,4.8468,4.84714
24.58,4.84292,4.84321
24.581,4.83899,4.83924
24.582,4.83501,4.83522
24.583,4.83098,4.83116
24.584,4.82691,4.82704
24.585,4.82279,4.82288
24.586,4.81862,4.81867
24.587,4.8144,4.81442
24.588,4.81014,4.81011
24.589,4.80583,4.80576
24.59,4.80147,4.80136
24.591,4.79706,4.79691
24.592,4.79261,4.79242
24.593,4.78811,4.78788
24.594,4.78356,4.78329
24.595,4.77897,4.77866
24.596,4.77432,4.77397
24.597,4.76963,4.76924
24.598,4.7649,4.76447
24.599,4.76011,4.75964
24.6,4.75528,4.75477
24.601,4.75041,4.74985
24.602,4.74548,4.74489
24.603,4.74051,4.73988
24.604,4.73549,4.73482
24.605,4.73043,4.72971
24.606,4.72532,4.72456
24.607,4.72016,4.71936
24.608,4.71495,4.71412
24.609,4.7097,4.70883
24.61,4.7044,4.70349
24.611,4.69906,4.69811
24.612,4.69367,4.69267
24.613,4.68823,4.6872
24.614,4.68275,4.68167
24.615,4.67722,4.67611
24.616,4.67164,4.67049
24.617,4.66602,4.66483
24.618,4.66036,4.65912
24.619,4.65464,4.65337
24.62,4.64888,4.64757
24.621,4.64308,4.64172
24.622,4.63723,4.63583
24.623,4.63133,4.62989
24.624,4.62539,4.62391
24.625,4.6194,4.61788
24.626,4.61336,4.61181
24.627,4.60728,4.60569
24.628,4.60116,4.59952
24.629,4.59499,4.59331
24.63,4.58877,4.58706
24.631,4.58251,4.58076
24.632,4.57621,4.57441
24.633,4.56985,4.56802
24.634,4.56346,4.56158
24.635,4.55702,4.5551
24.636,4.55053,4.54857
24.637,4.544,4.542
24.638,4.53742,4.53539
24.639,4.5308,4.52872
24.64,4.52414,4.52202
24.641,4.51742,4.51527
24.642,4.51067,4.50847
24.643,4.50387,4.50163
24.644,4.49703,4.49475
24.645,4.49014,4.48782
24.646,4.48321,4.48085
24.647,4.47623,4.47383
24.648,4.46921,4.46677
24.649,4.46214,4.45967
24.65,4.45503,4.45252
24.651,4.44788,4.44533
24.652,4.44068,4.43809
24.653,4.43344,4.43081
24.654,4.42616,4.42349
24.655,4.41883,4.41612
24.656,4.41146,4.40871
24.657,4.40404,4.40125
24.658,4.39658,4.39375
24.659,4.38908,4.38621
24.66,4.38153,4.37863
24.661,4.37394,4.371
24.662,4.36631,4.36333
24.663,4.35864,4.35561
24.664,4.35092,4.34785
24.665,4.34316,4.34005
24.666,4.33535,4.33221
24.667,4.32751,4.32432
24.668,4.31962,4.3164
24.669,4.31168,4.30842
24.67,4.30371,4.30041
24.671,4.29569,4.29235
24.672,4.28763,4.28426
24.673,4.27953,4.27612
24.674,4.27139,4.26793
24.675,4.2632,4.25971
24.676,4.25497,4.25144
24.677,4.2467,4.24313
24.678,4.23839,4.23478
24.679,4.23004,4.22639
24.68,4.22164,4.21795
24.681,4.2132,4.20948
24.682,4.20472,4.20096
24.683,4.1962,4.1924
24.684,4.18764,4.1838
24.685,4.17904,4.17516
24.686,4.17039,4.16647
24.687,4.16171,4.15775
24.688,4.15298,4.14898
24.689,4.14421,4.14018
24.69,4.1354,4.13133
24.691,4.12655,4.12244
24.692,4.11766,4.11351
24.693,4.10873,4.10454
24.694,4.09976,4.09554
24.695,4.09075,4.08648
24.696,4.0817,4.07739
24.697,4.0726,4.06826
24.698,4.06347,4.05909
24.699,4.0543,4.04988
24.7,4.04508,4.04063
24.701,4.03583,4.03134
24.702,4.02654,4.02201
24.703,4.01721,4.01264
24.704,4.00783,4.00323
24.705,3.99842,3.99378
24.706,3.98897,3.98429
24.707,3.97948,3.97476
24.708,3.96995,3.9652
24.709,3.96038,3.95559
24.71,3.95078,3.94595
24.711,3.94113,3.93626
24.712,3.93144,3.92654
24.713,3.92172,3.91678
24.714,3.91195,3.90697
24.715,3.90215,3.89714
24.716,3.89231,3.88726
24.717,3.88243,3.87734
24.718,3.87252,3.86739
24.719,3.86256,3.8574
24.72,3.85257,3.84736
24.721,3.84253,3.8373
24.722,3.83247,3.82719
24.723,3.82236,3.81705
24.724,3.81221,3.80686
24.725,3.80203,3.79664
24.726,3.79181,3.78639
24.727,3.78155,3.77609
24.728,3.77126,3.76576
24.729,3.76092,3.75539
24.73,3.75056,3.74499
24.731,3.74015,3.73454
24.732,3.72971,3.72406
24.733,3.71923,3.71355
24.734,3.70871,3.703
24.735,3.69816,3.69241
24.736,3.68757,3.68178
24.737,3.67694,3.67112
24.738,3.66628,3.66042
24.739,3.65558,3.64968
24.74,3.64484,3.63891
24.741,3.63407,3.62811
24.742,3.62327,3.61727
24.743,3.61242,3.60639
24.744,3.60155,3.59547
24.745,3.59063,3.58452
