time,r,y
8.299,4.03583,4.04594
8.3,4.04508,4.05517
8.301,4.0543,4.06436
8.302,4.06347,4.07351
8.303,4.0726,4.08262
8.304,4.0817,4.09168
8.305,4.09075,4.10071
8.306,4.09976,4.1097
8.307,4.10873,4.11864
8.308,4.11766,4.12755
8.309,4.12655,4.13641
8.31,4.1354,4.14524
8.311,4.14421,4.15402
8.312,4.15298,4.16276
8.313,4.16171,4.17146
8.314,4.17039,4.18012
8.315,4.17904,4.18874
8.316,4.18764,4.19732
8.317,4.1962,4.20585
8.318,4.20472,4.21434
8.319,4.2132,4.2228
8.32,4.22164,4.23121
8.321,4.23004,4.23958
8.322,4.23839,4.2479
8.323,4.2467,4.25619
8.324,4.25497,4.26443
8.325,4.2632,4.27263
8.326,4.27139,4.28079
8.327,4.27953,4.28891
8.328,4.28763,4.29698
8.329,4.29569,4.30501
8.33,4.30371,4.313
8.331,4.31168,4.32095
8.332,4.31962,4.32885
8.333,4.32751,4.33672
8.334,4.33535,4.34453
8.335,4.34316,4.35231
8.336,4.35092,4.36004
8.337,4.35864,4.36773
8.338,4.36631,4.37538
8.339,4.37394,4.38298
8.34,4.38153,4.39054
8.341,4.38908,4.39806
8.342,4.39658,4.40553
8.343,4.40404,4.41296
8.344,4.41146,4.42035
8.345,4.41883,4.42769
8.346,4.42616,4.43499
8.347,4.43344,4.44225
8.348,4.44068,4.44946
8.349,4.44788,4.45663
8.35,4.45503,4.46375
8.351,4.46214,4.47083
8.352,4.46921,4.47787
8.353,4.47623,4.48486
8.354,4.48321,4.4918
8.355,4.49014,4.49871
8.356,4.49703,4.50556
8.357,4.50387,4.51238
8.358,4.51067,4.51915
8.359,4.51742,4.52587
8.36,4.52414,4.53255
8.361,4.5308,4.53919
8.362,4.53742,4.54578
8.363,4.544,4.55232
8.364,4.55053,4.55882
8.365,4.55702,4.56528
8.366,4.56346,4.57169
8.367,4.56985,4.57806
8.368,4.57621,4.58438
8.369,4.58251,4.59065
8.37,4.58877,4.59688
8.371,4.59499,4.60307
8.372,4.60116,4.6092
8.373,4.60728,4.6153
8.374,4.61336,4.62135
8.375,4.6194,4.62735
8.376,4.62539,4.6333
8.377,4.63133,4.63922
8.378,4.63723,4.64508
8.379,4.64308,4.6509
8.38,4.64888,4.65667
8.381,4.65464,4.6624
8.382,4.66036,4.66808
8.383,4.66602,4.67372
8.384,4.67164,4.67931
8.385,4.67722,4.68485
8.386,4.68275,4.69035
8.387,4.68823,4.6958
8.388,4.69367,4.7012
8.389,4.69906,4.70656
8.39,4.7044,4.71187
8.391,4.7097,4.71713
8.392,4.71495,4.72235
8.393,4.72016,4.72752
8.394,4.72532,4.73265
8.395,4.73043,4.73773
8.396,4.73549,4.74276
8.397,4.74051,4.74774
8.398,4.74548,4.75268
8.399,4.75041,4.75757
8.4,4.75528,4.76242
8.401,4.76011,4.76721
8.402,4.7649,4.77196
8.403,4.76963,4.77667
8.404,4.77432,4.78132
8.405,4.77897,4.78593
8.406,4.78356,4.79049
8.407,4.78811,4.79501
8.408,4.79261,4.79947
8.409,4.79706,4.80389
8.41,4.80147,4.80826
8.411,4.80583,4.81259
8.412,4.81014,4.81686
8.413,4.8144,4.82109
8.414,4.81862,4.82528
8.415,4.82279,4.82941
8.416,4.82691,4.8335
8.417,4.83098,4.83753
8.418,4.83501,4.84153
8.419,4.83899,4.84547
8.42,4.84292,4.84936
8.421,4.8468,4.85321
8.422,4.85063,4.85701
8.423,4.85442,4.86076
8.424,4.85816,4.86447
8.425,4.86185,4.86812
8.426,4.86549,4.87173
8.427,4.86909,4.87529
8.428,4.87263,4.8788
8.429,4.87613,4.88227
8.43,4.87958,4.88568
8.431,4.88299,4.88905
8.432,4.88634,4.89237
8.433,4.88965,4.89564
8.434,4.8929,4.89886
8.435,4.89611,4.90203
8.436,4.89928,4.90516
8.437,4.90239,4.90823
8.438,4.90545,4.91126
8.439,4.90847,4.91424
8.44,4.91144,4.91717
8.441,4.91436,4.92006
8.442,4.91723,4.92289
8.443,4.92005,4.92568
8.444,4.92282,4.92841
8.445,4.92555,4.9311
8.446,4.92822,4.93374
8.447,4.93085,4.93633
8.448,4.93343,4.93888
8.449,4.93596,4.94137
8.45,4.93844,4.94382
8.451,4.94087,4.94621
8.452,4.94326,4.94856
8.453,4.94559,4.95086
8.454,4.94788,4.95311
8.455,4.95012,4.95531
8.456,4.95231,4.95746
8.457,4.95445,4.95956
8.458,4.95654,4.96162
8.459,4.95858,4.96362
8.46,4.96057,4.96558
8.461,4.96252,4.96749
8.462,4.96441,4.96934
8.463,4.96626,4.97115
8.464,4.96806,4.97291
8.465,4.9698,4.97462
8.466,4.9715,4.97628
8.467,4.97315,4.9779
8.468,4.97476,4.97946
8.469,4.97631,4.98098
8.47,4.97781,4.98244
8.471,4.97926,4.98386
8.472,4.98067,4.98522
8.473,4.98202,4.98654
8.474,4.98333,4.98781
8.475,4.98459,4.98903
8.476,4.98579,4.9902
8.477,4.98695,4.99132
8.478,4.98806,4.99239
8.479,4.98912,4.99341
8.48,4.99013,4.99439
8.481,4.9911,4.99531
8.482,4.99201,4.99618
8.483,4.99287,4.99701
8.484,4.99368,4.99778
8.485,4.99445,4.99851
8.486,4.99516,4.99919
8.487,4.99583,4.99981
8.488,4.99645,5.00039
8.489,4.99701,5.00092
8.49,4.99753,5.0014
8.491,4.998,5.00183
8.492,4.99842,5.00221
8.493,4.99879,5.00254
8.494,4.99911,5.00283
8.495,4.99938,5.00306
8.496,4.99961,5.00324
8.497,4.99978,5.00338
8.498,4.9999,5.00346
8.499,4.99998,5.0035
8.5,5,5.00348
8.501,4.99998,5.00342
8.502,4.9999,5.00331
8.503,4.99978,5.00314
8.504,4.99961,5.00293
8.505,4.99938,5.00267
8.506,4.99911,5.00236
8.507,4.99879,5.002
8.508,4.99842,5.00159
8.509,4.998,5.00113
8.51,4.99753,5.00062
8.511,4.99701,5.00007
8.512,4.99645,4.99946
8.513,4.99583,4.9988
8.514,4.99516,4.9981
8.515,4.99445,4.99734
8.516,4.99368,4.99654
8.517,4.99287,4.99569
8.518,4.99201,4.99479
8.519,4.9911,4.99383
8.52,4.99013,4.99283
8.521,4.98912,4.99178
8.522,4.98806,4.99068
8.523,4.98695,4.98953
8.524,4.98579,4.98833
8.525,4.98459,4.98709
8.526,4.98333,4.98579
8.527,4.98202,4.98444
8.528,4.98067,4.98305
8.529,4.97926,4.98161
8.53,4.97781,4.98011
8.531,4.97631,4.97857
8.532,4.97476,4.97698
8.533,4.97315,4.97534
8.534,4.9715,4.97365
8.535,4.9698,4.97191
8.536,4.96806,4.97012
8.537,4.96626,4.96828
8.538,4.96441,4.9664
8.539,4.96252,4.96446
8.54,4.96057,4.96248
8.541,4.95858,4.96044
8.542,4.95654,4.95836
8.543,4.95445,4.95623
8.544,4.95231,4.95405
8.545,4.95012,4.95182
8.546,4.94788,4.94955
8.547,4.94559,4.94722
8.548,4.94326,4.94484
8.549,4.94087,4.94242
8.55,4.93844,4.93995
8.551,4.93596,4.93742
8.552,4.93343,4.93485
8.553,4.93085,4.93223
8.554,4.92822,4.92957
8.555,4.92555,4.92685
8.556,4.92282,4.92409
8.557,4.92005,4.92127
8.558,4.91723,4.91841
8.559,4.91436,4.9155
8.56,4.91144,4.91254
8.561,4.90847,4.90953
8.562,4.90545,4.90647
8.563,4.90239,4.90337
8.564,4.89928,4.90022
8.565,4.89611,4.89702
8.566,4.8929,4.89377
8.567,4.88965,4.89047
8.568,4.88634,4.88712
8.569,4.88299,4.88373
8.57,4.87958,4.88028
8.571,4.87613,4.87679
8.572,4.87263,4.87325
8.573,4.86909,4.86967
8.574,4.86549,4.86603
8.575,4.86185,4.86235
8.576,4.85816,4.85862
8.577,4.85442,4.85484
8.578,4.85063,4.85101
8.579,4.8468,4.84714
8.58,4.84292,4.84321
8.581,4.83899,4.83924
8.582,4.83501,4.83522
8.583,4.83098,4.83116
8.584,4.82691,4.82704
8.585,4.82279,4.82288
8.586,4.81862,4.81867
8.587,4.8144,4.81442
8.588,4.81014,4.81011
8.589,4.80583,4.80576
8.59,4.80147,4.80136
8.591,4.79706,4.79691
8.592,4.79261,4.79242
8.593,4.78811,4.78788
8.594,4.78356,4.78329
8.595,4.77897,4.77866
8.596,4.77432,4.77397
8.597,4.76963,4.76924
8.598,4.7649,4.76447
8.599,4.76011,4.75964
8.6,4.75528,4.75477
8.601,4.75041,4.74985
8.602,4.74548,4.74489
8.603,4.74051,4.73988
8.604,4.73549,4.73482
8.605,4.73043,4.72971
8.606,4.72532,4.72456
8.607,4.72016,4.71936
8.608,4.71495,4.71412
8.609,4.7097,4.70883
8.61,4.7044,4.70349
8.611,4.69906,4.69811
8.612,4.69367,4.69267
8.613,4.68823,4.6872
8.614,4.68275,4.68167
8.615,4.67722,4.67611
8.616,4.67164,4.67049
8.617,4.66602,4.66483
8.618,4.66036,4.65912
8.619,4.65464,4.65337
8.62,4.64888,4.64757
8.621,4.64308,4.64172
8.622,4.63723,4.63583
8.623,4.63133,4.62989
8.624,4.62539,4.62391
8.625,4.6194,4.61788
8.626,4.61336,4.61181
8.627,4.60728,4.60569
8.628,4.60116,4.59952
8.629,4.59499,4.59331
8.63,4.58877,4.58706
8.631,4.58251,4.58076
8.632,4.57621,4.57441
8.633,4.56985,4.56802
8.634,4.56346,4.56158
8.635,4.55702,4.5551
8.636,4.55053,4.54857
8.637,4.544,4.542
8.638,4.53742,4.53539
8.639,4.5308,4.52872
8.64,4.52414,4.52202
8.641,4.51742,4.51527
8.642,4.51067,4.50847
8.643,4.50387,4.50163
8.644,4.49703,4.49475
8.645,4.49014,4.48782
8.646,4.48321,4.48085
8.647,4.47623,4.47383
8.648,4.46921,4.46677
8.649,4.46214,4.45967
8.65,4.45503,4.45252
8.651,4.44788,4.44533
8.652,4.44068,4.43809
8.653,4.43344,4.43081
8.654,4.42616,4.42349
8.655,4.41883,4.41612
8.656,4.41146,4.40871
8.657,4.40404,4.40125
8.658,4.39658,4.39375
8.659,4.38908,4.38621
8.66,4.38153,4.37863
8.661,4.37394,4.371
8.662,4.36631,4.36333
8.663,4.35864,4.35561
8.664,4.35092,4.34785
8.665,4.34316,4.34005
8.666,4.33535,4.33221
8.667,4.32751,4.32432
8.668,4.31962,4.3164
8.669,4.31168,4.30842
8.67,4.30371,4.30041
8.671,4.29569,4.29235
8.672,4.28763,4.28426
8.673,4.27953,4.27612
8.674,4.27139,4.26793
8.675,4.2632,4.25971
8.676,4.25497,4.25144
8.677,4.2467,4.24313
8.678,4.23839,4.23478
8.679,4.23004,4.22639
8.68,4.22164,4.21795
8.681,4.2132,4.20948
8.682,4.20472,4.20096
8.683,4.1962,4.1924
8.684,4.18764,4.1838
8.685,4.17904,4.17516
8.686,4.17039,4.16647
8.687,4.16171,4.15775
8.688,4.15298,4.14898
8.689,4.14421,4.14018
8.69,4.1354,4.13133
8.691,4.12655,4.12244
8.692,4.11766,4.11351
8.693,4.10873,4.10454
8.694,4.09976,4.09554
8.695,4.09075,4.08648
8.696,4.0817,4.07739
8.697,4.0726,4.06826
8.698,4.06347,4.05909
8.699,4.0543,4.04988
8.7,4.04508,4.04063
8.701,4.03583,4.03134
8.702,4.02654,4.02201
8.703,4.01721,4.01264
8.704,4.00783,4.00323
8.705,3.99842,3.99378
8.706,3.98897,3.98429
8.707,3.97948,3.97476
8.708,3.96995,3.9652
8.709,3.96038,3.95559
8.71,3.95078,3.94595
8.711,3.94113,3.93626
8.712,3.93144,3.92654
8.713,3.92172,3.91678
8.714,3.91195,3.90697
8.715,3.90215,3.89714
8.716,3.89231,3.88726
8.717,3.88243,3.87734
8.718,3.87252,3.86739
8.719,3.86256,3.8574
8.72,3.85257,3.84736
8.721,3.84253,3.8373
8.722,3.83247,3.82719
8.723,3.82236,3.81705
8.724,3.81221,3.80686
8.725,3.80203,3.79664
8.726,3.79181,3.78639
8.727,3.78155,3.77609
8.728,3.77126,3.76576
8.729,3.76092,3.75539
8.73,3.75056,3.74499
8.731,3.74015,3.73454
8.732,3.72971,3.72406
8.733,3.71923,3.71355
8.734,3.70871,3.703
8.735,3.69816,3.69241
8.736,3.68757,3.68178
8.737,3.67694,3.67112
8.738,3.66628,3.66042
8.739,3.65558,3.64968
8.74,3.64484,3.63891
8.741,3.63407,3.62811
8.742,3.62327,3.61727
8.743,3.61242,3.60639
8.744,3.60155,3.59547
8.745,3.59063,3.58452
8.746,3.57968,3.57354
8.747,3.5687,3.56252
8.748,3.55768,3.55146
8.749,3.54662,3.54037
8.75,3.53553,3.52925
8.751,3.52441,3.51809
8.752,3.51325,3.5069
8.753,3.50206,3.49567
8.754,3.49083,3.4844
8.755,3.47956,3.4731
8.756,3.46827,3.46177
8.757,3.45693,3.45041
8.758,3.44557,3.43901
8.759,3.43417,3.42757
8.76,3.42274,3.4161
8.761,3.41127,3.4046
8.762,3.39977,3.39306
8.763,3.38823,3.3815
8.764,3.37666,3.36989
8.765,3.36506,3.35826
8.766,3.35343,3.34659
8.767,3.34176,3.33489
8.768,3.33006,3.32315
8.769,3.31833,3.31138
8.77,3.30656,3.29958
8.771,3.29476,3.28775
8.772,3.28293,3.27589
8.773,3.27106,3.26399
8.774,3.25917,3.25206
8.775,3.24724,3.2401
8.776,3.23528,3.2281
8.777,3.22329,3.21608
8.778,3.21126,3.20402
8.779,3.19921,3.19193
8.78,3.18712,3.17981
8.781,3.175,3.16766
8.782,3.16285,3.15547
8.783,3.15067,3.14326
8.784,3.13846,3.13101
8.785,3.12621,3.11874
8.786,3.11394,3.10643
8.787,3.10163,3.09409
8.788,3.0893,3.08172
8.789,3.07693,3.06932
8.79,3.06454,3.0569
8.791,3.05211,3.04444
8.792,3.03965,3.03195
8.793,3.02716,3.01943
8.794,3.01465,3.00688
8.795,3.0021,2.9943
8.796,2.98952,2.98169
8.797,2.97692,2.96905
8.798,2.96428,2.95639
8.799,2.95162,2.94369
8.8,2.93893,2.93097
8.801,2.9262,2.91821
8.802,2.91345,2.90543
8.803,2.90067,2.89262
8.804,2.88786,2.87978
8.805,2.87503,2.86691
8.806,2.86216,2.85401
8.807,2.84927,2.84109
8.808,2.83634,2.82813
8.809,2.82339,2.81515
8.81,2.81042,2.80214
8.811,2.79741,2.78911
8.812,2.78438,2.77604
8.813,2.77132,2.76295
8.814,2.75823,2.74983
8.815,2.74511,2.73669
8.816,2.73197,2.72351
8.817,2.7188,2.71031
8.818,2.70561,2.69709
8.819,2.69238,2.68384
8.82,2.67913,2.67056
8.821,2.66586,2.65725
8.822,2.65256,2.64392
8.823,2.63923,2.63056
8.824,2.62587,2.61718
8.825,2.61249,2.60377
8.826,2.59909,2.59033
8.827,2.58565,2.57687
8.828,2.5722,2.56338
8.829,2.55872,2.54987
8.83,2.54521,2.53633
8.831,2.53167,2.52277
8.832,2.51812,2.50918
8.833,2.50453,2.49557
8.834,2.49093,2.48194
8.835,2.47729,2.46827
8.836,2.46364,2.45459
8.837,2.44996,2.44088
8.838,2.43625,2.42715
8.839,2.42252,2.41339
8.84,2.40877,2.39961
8.841,2.39499,2.3858
8.842,2.38119,2.37197
8.843,2.36737,2.35812
8.844,2.35352,2.34425
8.845,2.33965,2.33035
8.846,2.32576,2.31643
8.847,2.31184,2.30248
8.848,2.2979,2.28851
8.849,2.28394,2.27452
8.85,2.26995,2.26051
8.851,2.25595,2.24648
8.852,2.24192,2.23242
8.853,2.22786,2.21834
8.854,2.21379,2.20424
8.855,2.1997,2.19012
8.856,2.18558,2.17598
8.857,2.17144,2.16181
8.858,2.15728,2.14762
8.859,2.1431,2.13342
8.86,2.1289,2.11919
8.861,2.11467,2.10494
8.862,2.10043,2.09067
8.863,2.08616,2.07638
8.864,2.07188,2.06206
8.865,2.05757,2.04773
8.866,2.04325,2.03338
8.867,2.0289,2.01901
8.868,2.01453,2.00461
8.869,2.00015,1.9902
8.87,1.98574,1.97577
8.871,1.97131,1.96132
8.872,1.95687,1.94685
8.873,1.9424,1.93236
8.874,1.92792,1.91785
8.875,1.91342,1.90332
8.876,1.8989,1.88878
8.877,1.88436,1.87421
8.878,1.8698,1.85963
8.879,1.85522,1.84502
8.88,1.84062,1.8304
8.881,1.82601,1.81577
8.882,1.81138,1.80111
8.883,1.79673,1.78644
8.884,1.78206,1.77174
8.885,1.76737,1.75703
8.886,1.75267,1.74231
8.887,1.73795,1.72756
8.888,1.72321,1.7128
8.889,1.70846,1.69803
8.89,1.69369,1.68323
8.891,1.6789,1.66842
8.892,1.6641,1.65359
8.893,1.64928,1.63875
8.894,1.63444,1.62389
8.895,1.61959,1.60901
8.896,1.60472,1.59412
8.897,1.58983,1.57921
8.898,1.57493,1.56429
8.899,1.56002,1.54935
8.9,1.54508,1.5344
8.901,1.53014,1.51943
8.902,1.51518,1.50444
8.903,1.5002,1.48944
8.904,1.48521,1.47443
8.905,1.4702,1.4594
8.906,1.45518,1.44436
8.907,1.44015,1.4293
8.908,1.4251,1.41423
8.909,1.41003,1.39915
8.91,1.39496,1.38405
8.911,1.37986,1.36894
8.912,1.36476,1.35381
8.913,1.34964,1.33867
8.914,1.33451,1.32352
8.915,1.31937,1.30835
8.916,1.30421,1.29317
8.917,1.28904,1.27798
8.918,1.27385,1.26278
8.919,1.25866,1.24756
8.92,1.24345,1.23233
8.921,1.22823,1.21709
8.922,1.213,1.20184
8.923,1.19775,1.18658
8.924,1.18249,1.1713
8.925,1.16723,1.15601
8.926,1.15195,1.14071
8.927,1.13666,1.1254
8.928,1.12135,1.11008
8.929,1.10604,1.09475
8.93,1.09072,1.0794
8.931,1.07538,1.06405
8.932,1.06004,1.04869
8.933,1.04468,1.03331
8.934,1.02931,1.01793
8.935,1.01394,1.00253
8.936,0.99855,0.987125
8.937,0.983153,0.97171
8.938,0.967747,0.956286
8.939,0.952332,0.940852
8.94,0.936907,0.925409
8.941,0.921472,0.909956
8.942,0.906029,0.894495
8.943,0.890576,0.879025
8.944,0.875115,0.863546
8.945,0.859646,0.848059
8.946,0.844167,0.832563
8.947,0.828681,0.817059
8.948,0.813186,0.801547
8.949,0.797683,0.786028
8.95,0.782172,0.7705
8.951,0.766654,0.754965
8.952,0.751128,0.739422
8.953,0.735595,0.723872
8.954,0.720054,0.708315
8.955,0.704506,0.692751
8.956,0.688951,0.67718
8.957,0.67339,0.661602
8.958,0.657822,0.646018
8.959,0.642247,0.630428
8.96,0.626666,0.614831
8.961,0.611079,0.599228
8.962,0.595486,0.583619
8.963,0.579887,0.568005
8.964,0.564282,0.552385
8.965,0.548672,0.536759
8.966,0.533056,0.521128
8.967,0.517435,0.505492
8.968,0.501809,0.489851
8.969,0.486177,0.474205
8.97,0.470542,0.458555
8.971,0.454901,0.4429
8.972,0.439256,0.42724
8.973,0.423607,0.411577
8.974,0.407953,0.395909
8.975,0.392295,0.380237
8.976,0.376634,0.364562
8.977,0.360969,0.348883
8.978,0.3453,0.333201
8.979,0.329628,0.317515
8.98,0.313953,0.301826
8.981,0.298274,0.286134
8.982,0.282593,0.27044
8.983,0.266908,0.254743
8.984,0.251222,0.239043
8.985,0.235532,0.223341
8.986,0.219841,0.207636
8.987,0.204147,0.19193
8.988,0.188451,0.176222
8.989,0.172753,0.160512
8.99,0.157054,0.1448
8.991,0.141353,0.129087
8.992,0.12565,0.113373
8.993,0.109947,0.0976571
8.994,0.0942422,0.0819407
8.995,0.0785366,0.0662234
8.996,0.0628302,0.0505056
8.997,0.0471232,0.0347872
8.998,0.0314157,0.0190685
8.999,0.0157079,0.00334957
9,-7.08215e-12,-0.0123694
9.001,-0.0157079,-0.0280882
9.002,-0.0314157,-0.0438067
9.003,-0.0471232,-0.0595248
9.004,-0.0628302,-0.0752423
9.005,-0.0785366,-0.0909591
9.006,-0.0942422,-0.106675
9.007,-0.109947,-0.12239
9.008,-0.12565,-0.138103
9.009,-0.141353,-0.153816
9.01,-0.157054,-0.169526
9.011,-0.172753,-0.185235
9.012,-0.188451,-0.200943
9.013,-0.204147,-0.216648
9.014,-0.219841,-0.232351
9.015,-0.235532,-0.248052
9.016,-0.251222,-0.26375
9.017,-0.266908,-0.279446
9.018,-0.282593,-0.295139
9.019,-0.298274,-0.310829
9.02,-0.313953,-0.326516
9.021,-0.329628,-0.3422
9.022,-0.3453,-0.35788
9.023,-0.360969,-0.373557
9.024,-0.376634,-0.389231
9.025,-0.392295,-0.4049
9.026,-0.407953,-0.420565
9.027,-0.423607,-0.436227
9.028,-0.439256,-0.451883
9.029,-0.454901,-0.467536
9.03,-0.470542,-0.483184
9.031,-0.486177,-0.498827
9.032,-0.501809,-0.514465
9.033,-0.517435,-0.530098
9.034,-0.533056,-0.545726
9.035,-0.548672,-0.561348
9.036,-0.564282,-0.576965
9.037,-0.579887,-0.592576
9.038,-0.595486,-0.608182
9.039,-0.611079,-0.623781
9.04,-0.626666,-0.639374
9.041,-0.642247,-0.654961
9.042,-0.657822,-0.670542
9.043,-0.67339,-0.686116
9.044,-0.688951,-0.701683
9.045,-0.704506,-0.717243
9.046,-0.720054,-0.732796
9.047,-0.735595,-0.748342
9.048,-0.751128,-0.76388
9.049,-0.766654,-0.779411
9.05,-0.782172,-0.794934
9.051,-0.797683,-0.810449
9.052,-0.813186,-0.825957
9.053,-0.828681,-0.841456
9.054,-0.844167,-0.856947
9.055,-0.859646,-0.872429
9.056,-0.875115,-0.887903
9.057,-0.890576,-0.903368
9.058,-0.906029,-0.918824
9.059,-0.921472,-0.934271
9.06,-0.936907,-0.949709
9.061,-0.952332,-0.965138
9.062,-0.967747,-0.980557
9.063,-0.983153,-0.995966
9.064,-0.99855,-1.01137
9.065,-1.01394,-1.02675
9.066,-1.02931,-1.04213
9.067,-1.04468,-1.0575
9.068,-1.06004,-1.07286
9.069,-1.07538,-1.08821
9.07,-1.09072,-1.10355
9.071,-1.10604,-1.11887
9.072,-1.12135,-1.13419
9.073,-1.13666,-1.14949
9.074,-1.15195,-1.16479
9.075,-1.16723,-1.18007
9.076,-1.18249,-1.19534
9.077,-1.19775,-1.21059
9.078,-1.213,-1.22584
9.079,-1.22823,-1.24107
9.08,-1.24345,-1.2563
9.081,-1.25866,-1.27151
9.082,-1.27385,-1.2867
9.083,-1.28904,-1.30189
9.084,-1.30421,-1.31706
9.085,-1.31937,-1.33222
9.086,-1.33451,-1.34736
9.087,-1.34964,-1.36249
9.088,-1.36476,-1.37761
9.089,-1.37986,-1.39271
9.09,-1.39496,-1.40781
9.091,-1.41003,-1.42288
9.092,-1.4251,-1.43795
9.093,-1.44015,-1.45299
9.094,-1.45518,-1.46803
9.095,-1.4702,-1.48305
9.096,-1.48521,-1.49805
9.097,-1.5002,-1.51304
9.098,-1.51518,-1.52802
9.099,-1.53014,-1.54298
9.1,-1.54508,-1.55792
9.101,-1.56002,-1.57285
9.102,-1.57493,-1.58777
9.103,-1.58983,-1.60267
9.104,-1.60472,-1.61755
9.105,-1.61959,-1.63242
9.106,-1.63444,-1.64727
9.107,-1.64928,-1.6621
9.108,-1.6641,-1.67692
9.109,-1.6789,-1.69172
9.11,-1.69369,-1.70651
9.111,-1.70846,-1.72128
9.112,-1.72321,-1.73603
9.113,-1.73795,-1.75076
9.114,-1.75267,-1.76548
9.115,-1.76737,-1.78018
9.116,-1.78206,-1.79486
9.117,-1.79673,-1.80952
9.118,-1.81138,-1.82417
9.119,-1.82601,-1.8388
9.12,-1.84062,-1.85341
9.121,-1.85522,-1.868
9.122,-1.8698,-1.88257
9.123,-1.88436,-1.89712
9.124,-1.8989,-1.91166
9.125,-1.91342,-1.92618
9.126,-1.92792,-1.94068
9.127,-1.9424,-1.95515
9.128,-1.95687,-1.96961
9.129,-1.97131,-1.98405
9.13,-1.98574,-1.99847
9.131,-2.00015,-2.01288
9.132,-2.01453,-2.02726
9.133,-2.0289,-2.04162
9.134,-2.04325,-2.05596
9.135,-2.05757,-2.07028
9.136,-2.07188,-2.08458
9.137,-2.08616,-2.09886
9.138,-2.10043,-2.11312
9.139,-2.11467,-2.12735
9.14,-2.1289,-2.14157
9.141,-2.1431,-2.15577
9.142,-2.15728,-2.16994
9.143,-2.17144,-2.18409
9.144,-2.18558,-2.19823
9.145,-2.1997,-2.21234
9.146,-2.21379,-2.22642
9.147,-2.22786,-2.24049
9.148,-2.24192,-2.25453
9.149,-2.25595,-2.26856
9.15,-2.26995,-2.28255
9.151,-2.28394,-2.29653
9.152,-2.2979,-2.31049
9.153,-2.31184,-2.32442
9.154,-2.32576,-2.33832
9.155,-2.33965,-2.35221
9.156,-2.35352,-2.36607
9.157,-2.36737,-2.37991
9.158,-2.38119,-2.39373
9.159,-2.39499,-2.40752
9.16,-2.40877,-2.42129
9.161,-2.42252,-2.43503
9.162,-2.43625,-2.44875
9.163,-2.44996,-2.46244
9.164,-2.46364,-2.47612
9.165,-2.47729,-2.48976
9.166,-2.49093,-2.50339
9.167,-2.50453,-2.51698
9.168,-2.51812,-2.53056
9.169,-2.53167,-2.5441
9.17,-2.54521,-2.55763
9.171,-2.55872,-2.57112
9.172,-2.5722,-2.5846
9.173,-2.58565,-2.59804
9.174,-2.59909,-2.61146
9.175,-2.61249,-2.62486
9.176,-2.62587,-2.63823
9.177,-2.63923,-2.65157
9.178,-2.65256,-2.66489
9.179,-2.66586,-2.67818
9.18,-2.67913,-2.69144
9.181,-2.69238,-2.70468
9.182,-2.70561,-2.71789
9.183,-2.7188,-2.73108
9.184,-2.73197,-2.74423
9.185,-2.74511,-2.75736
9.186,-2.75823,-2.77047
9.187,-2.77132,-2.78354
9.188,-2.78438,-2.79659
9.189,-2.79741,-2.80961
9.19,-2.81042,-2.8226
9.191,-2.82339,-2.83557
9.192,-2.83634,-2.84851
9.193,-2.84927,-2.86142
9.194,-2.86216,-2.8743
9.195,-2.87503,-2.88715
9.196,-2.88786,-2.89997
9.197,-2.90067,-2.91277
9.198,-2.91345,-2.92553
9.199,-2.9262,-2.93827
9.2,-2.93893,-2.95098
9.201,-2.95162,-2.96366
9.202,-2.96428,-2.97631
9.203,-2.97692,-2.98893
9.204,-2.98952,-3.00152
9.205,-3.0021,-3.01408
9.206,-3.01465,-3.02662
9.207,-3.02716,-3.03912
9.208,-3.03965,-3.05159
9.209,-3.05211,-3.06403
9.21,-3.06454,-3.07644
9.211,-3.07693,-3.08882
9.212,-3.0893,-3.10118
9.213,-3.10163,-3.1135
9.214,-3.11394,-3.12579
9.215,-3.12621,-3.13804
9.216,-3.13846,-3.15027
9.217,-3.15067,-3.16247
9.218,-3.16285,-3.17463
9.219,-3.175,-3.18677
9.22,-3.18712,-3.19887
9.221,-3.19921,-3.21094
9.222,-3.21126,-3.22298
9.223,-3.22329,-3.23499
9.224,-3.23528,-3.24696
9.225,-3.24724,-3.25891
9.226,-3.25917,-3.27082
9.227,-3.27106,-3.2827
9.228,-3.28293,-3.29454
9.229,-3.29476,-3.30636
9.23,-3.30656,-3.31814
9.231,-3.31833,-3.32989
9.232,-3.33006,-3.34161
9.233,-3.34176,-3.35329
9.234,-3.35343,-3.36494
9.235,-3.36506,-3.37655
9.236,-3.37666,-3.38814
9.237,-3.38823,-3.39969
9.238,-3.39977,-3.4112
9.239,-3.41127,-3.42269
9.24,-3.42274,-3.43414
9.241,-3.43417,-3.44555
9.242,-3.44557,-3.45693
9.243,-3.45693,-3.46828
9.244,-3.46827,-3.47959
9.245,-3.47956,-3.49087
9.246,-3.49083,-3.50211
9.247,-3.50206,-3.51332
9.248,-3.51325,-3.5245
9.249,-3.52441,-3.53564
9.25,-3.53553,-3.54674
9.251,-3.54662,-3.55781
9.252,-3.55768,-3.56885
9.253,-3.5687,-3.57985
9.254,-3.57968,-3.59081
9.255,-3.59063,-3.60174
9.256,-3.60155,-3.61263
9.257,-3.61242,-3.62349
9.258,-3.62327,-3.63431
9.259,-3.63407,-3.6451
